,atc_code,atc_name,rank
5207,P03BA03,decamethrin,4.0
5208,P03BA04,tetramethrin,4.0
5209,P03BX,Other insecticides and repellents,3.0
5210,P03BX01,diethyltoluamide,4.0
5211,P03BX02,dimethylphthalate,4.0
5212,P03BX03,dibutylphthalate,4.0
5213,P03BX04,dibutylsuccinate,4.0
5214,P03BX05,dimethylcarbate,4.0
5215,P03BX06,etohexadiol,4.0
5216,R,RESPIRATORY SYSTEM,0.0
5217,R01,NASAL PREPARATIONS,1.0
5218,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,2.0
5219,R01AA,"Sympathomimetics, plain",3.0
5220,R01AA02,cyclopentamine,4.0
5221,R01AA03,ephedrine,4.0
5222,R01AA04,phenylephrine,4.0
5223,R01AA05,oxymetazoline,4.0
5224,R01AA06,tetryzoline,4.0
5225,R01AA07,xylometazoline,4.0
5226,R01AA08,naphazoline,4.0
5227,R01AA09,tramazoline,4.0
5228,R01AA10,metizoline,4.0
5229,R01AA11,tuaminoheptane,4.0
5230,R01AA12,fenoxazoline,4.0
5231,R01AA13,tymazoline,4.0
5232,R01AA14,epinephrine,4.0
5233,R01AA15,indanazoline,4.0
5234,R01AB,"Sympathomimetics, combinations excl. corticosteroids",3.0
5235,R01AB01,phenylephrine,4.0
5236,R01AB02,naphazoline,4.0
5237,R01AB03,tetryzoline,4.0
5238,R01AB05,ephedrine,4.0
5239,R01AB06,xylometazoline,4.0
5240,R01AB07,oxymetazoline,4.0
5241,R01AB08,tuaminoheptane,4.0
5242,R01AC,"Antiallergic agents, excl. corticosteroids",3.0
5243,R01AC01,cromoglicic acid,4.0
5244,R01AC02,levocabastine,4.0
5245,R01AC03,azelastine,4.0
5246,R01AC04,antazoline,4.0
5247,R01AC05,spaglumic acid,4.0
5248,R01AC06,thonzylamine,4.0
5249,R01AC07,nedocromil,4.0
5250,R01AC08,olopatadine,4.0
5251,R01AC51,"cromoglicic acid, combinations",4.0
5252,R01AD,Corticosteroids,3.0
5253,R01AD01,beclometasone,4.0
5254,R01AD02,prednisolone,4.0
5255,R01AD03,dexamethasone,4.0
5256,R01AD04,flunisolide,4.0
5257,R01AD05,budesonide,4.0
5258,R01AD06,betamethasone,4.0
5259,R01AD07,tixocortol,4.0
5260,R01AD08,fluticasone,4.0
5261,R01AD09,mometasone,4.0
5262,R01AD11,triamcinolone,4.0
5263,R01AD12,fluticasone furoate,4.0
5264,R01AD13,ciclesonide,4.0
5265,R01AD52,"prednisolone, combinations",4.0
5266,R01AD53,"dexamethasone, combinations",4.0
5267,R01AD57,"tixocortol, combinations",4.0
5268,R01AD58,"fluticasone, combinations",4.0
5269,R01AD59,"mometasone, combinations",4.0
5270,R01AD60,"hydrocortisone, combinations",4.0
5271,R01AX,Other nasal preparations,3.0
5272,R01AX01,calcium hexamine thiocyanate,4.0
5273,R01AX02,retinol,4.0
5274,R01AX03,ipratropium bromide,4.0
5275,R01AX05,ritiometan,4.0
5276,R01AX06,mupirocin,4.0
5277,R01AX07,hexamidine,4.0
5278,R01AX08,framycetin,4.0
5279,R01AX09,hyaluronic acid,4.0
5280,R01AX10,various,4.0
5281,R01AX30,combinations,4.0
5282,R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,2.0
5283,R01BA,Sympathomimetics,3.0
5284,R01BA01,phenylpropanolamine,4.0
5285,R01BA02,pseudoephedrine,4.0
5286,R01BA03,phenylephrine,4.0
5287,R01BA51,"phenylpropanolamine, combinations",4.0
5288,R01BA52,"pseudoephedrine, combinations",4.0
5289,R01BA53,"phenylephrine, combinations",4.0
5290,R02,THROAT PREPARATIONS,1.0
5291,R02A,THROAT PREPARATIONS,2.0
5292,R02AA,Antiseptics,3.0
5293,R02AA01,ambazone,4.0
5294,R02AA02,dequalinium,4.0
5295,R02AA03,dichlorobenzyl alcohol,4.0
5296,R02AA05,chlorhexidine,4.0
5297,R02AA06,cetylpyridinium,4.0
5298,R02AA09,benzethonium,4.0
5299,R02AA10,myristyl-benzalkonium,4.0
5300,R02AA11,chlorquinaldol,4.0
5301,R02AA12,hexylresorcinol,4.0
5302,R02AA13,acriflavinium chloride,4.0
5303,R02AA14,oxyquinoline,4.0
5304,R02AA15,povidone-iodine,4.0
5305,R02AA16,benzalkonium,4.0
5306,R02AA17,cetrimonium,4.0
5307,R02AA18,hexamidine,4.0
5308,R02AA19,phenol,4.0
5309,R02AA20,various,4.0
5310,R02AA21,octenidine,4.0
5311,R02AB,Antibiotics,3.0
5312,R02AB01,neomycin,4.0
5313,R02AB02,tyrothricin,4.0
5314,R02AB03,fusafungine,4.0
5315,R02AB04,bacitracin,4.0
5316,R02AB30,gramicidin,4.0
5317,R02AD,"Anesthetics, local",3.0
5318,R02AD01,benzocaine,4.0
5319,R02AD02,lidocaine,4.0
5320,R02AD03,cocaine,4.0
5321,R02AD04,dyclonine,4.0
5322,R02AX,Other throat preparations,3.0
5323,R02AX01,flurbiprofen,4.0
5324,R02AX02,ibuprofen,4.0
5325,R02AX03,benzydamine,4.0
5326,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,1.0
5327,R03A,"ADRENERGICS, INHALANTS",2.0
5328,R03AA,Alpha- and beta-adrenoreceptor agonists,3.0
5329,R03AA01,epinephrine,4.0
5330,R03AB,Non-selective beta-adrenoreceptor agonists,3.0
5331,R03AB02,isoprenaline,4.0
5332,R03AB03,orciprenaline,4.0
5333,R03AC,Selective beta-2-adrenoreceptor agonists,3.0
5334,R03AC02,salbutamol,4.0
5335,R03AC03,terbutaline,4.0
5336,R03AC04,fenoterol,4.0
5337,R03AC05,rimiterol,4.0
5338,R03AC06,hexoprenaline,4.0
5339,R03AC07,isoetarine,4.0
5340,R03AC08,pirbuterol,4.0
5341,R03AC09,tretoquinol,4.0
5342,R03AC10,carbuterol,4.0
5343,R03AC11,tulobuterol,4.0
5344,R03AC12,salmeterol,4.0
5345,R03AC13,formoterol,4.0
5346,R03AC14,clenbuterol,4.0
5347,R03AC15,reproterol,4.0
5348,R03AC16,procaterol,4.0
5349,R03AC17,bitolterol,4.0
5350,R03AC18,indacaterol,4.0
5351,R03AC19,olodaterol,4.0
5352,R03AH,Combinations of adrenergics,3.0
5353,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",3.0
5354,R03AK01,epinephrine and other drugs for obstructive airway diseases,4.0
5355,R03AK02,isoprenaline and other drugs for obstructive airway diseases,4.0
5356,R03AK04,salbutamol and sodium cromoglicate,4.0
5357,R03AK05,reproterol and sodium cromoglicate,4.0
5358,R03AK06,salmeterol and fluticasone,4.0
5359,R03AK07,formoterol and budesonide,4.0
5360,R03AK08,formoterol and beclometasone,4.0
5361,R03AK09,formoterol and mometasone,4.0
5362,R03AK10,vilanterol and fluticasone furoate,4.0
5363,R03AK11,formoterol and fluticasone,4.0
5364,R03AK12,salmeterol and budesonide,4.0
5365,R03AK13,salbutamol and beclometasone,4.0
5366,R03AK14,indacaterol and mometasone,4.0
5367,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,3.0
5368,R03AL01,fenoterol and ipratropium bromide,4.0
5369,R03AL02,salbutamol and ipratropium bromide,4.0
5370,R03AL03,vilanterol and umeclidinium bromide,4.0
5371,R03AL04,indacaterol and glycopyrronium bromide,4.0
5372,R03AL05,formoterol and aclidinium bromide,4.0
5373,R03AL06,olodaterol and tiotropium bromide,4.0
5374,R03AL07,formoterol and glycopyrronium bromide,4.0
5375,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",4.0
5376,R03AL09,"formoterol, glycopyrronium bromide and beclometasone",4.0
5377,R03AL10,formoterol and tiotropium bromide,4.0
5378,R03AL11,"formoterol, glycopyrronium bromide and budesonide",4.0
5379,R03AL12,"indacaterol, glycopyrronium bromide and mometasone",4.0
5380,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",2.0
5381,R03BA,Glucocorticoids,3.0
5382,R03BA01,beclometasone,4.0
5383,R03BA02,budesonide,4.0
5384,R03BA03,flunisolide,4.0
5385,R03BA04,betamethasone,4.0
5386,R03BA05,fluticasone,4.0
5387,R03BA06,triamcinolone,4.0
5388,R03BA07,mometasone,4.0
5389,R03BA08,ciclesonide,4.0
5390,R03BA09,fluticasone furoate,4.0
5391,R03BB,Anticholinergics,3.0
5392,R03BB01,ipratropium bromide,4.0
5393,R03BB02,oxitropium bromide,4.0
5394,R03BB03,stramoni preparations,4.0
5395,R03BB04,tiotropium bromide,4.0
5396,R03BB05,aclidinium bromide,4.0
5397,R03BB06,glycopyrronium bromide,4.0
5398,R03BB07,umeclidinium bromide,4.0
5399,R03BB08,revefenacin,4.0
5400,R03BB54,"tiotropium bromide, combinations",4.0
5401,R03BC,"Antiallergic agents, excl. corticosteroids",3.0
5402,R03BC01,cromoglicic acid,4.0
5403,R03BC03,nedocromil,4.0
5404,R03BX,"Other drugs for obstructive airway diseases, inhalants",3.0
5405,R03BX01,fenspiride,4.0
5406,R03C,ADRENERGICS FOR SYSTEMIC USE,2.0
5407,R03CA,Alpha- and beta-adrenoreceptor agonists,3.0
5408,R03CA02,ephedrine,4.0
5409,R03CB,Non-selective beta-adrenoreceptor agonists,3.0
5410,R03CB01,isoprenaline,4.0
5411,R03CB02,methoxyphenamine,4.0
5412,R03CB03,orciprenaline,4.0
5413,R03CB51,"isoprenaline, combinations",4.0
5414,R03CB53,"orciprenaline, combinations",4.0
5415,R03CC,Selective beta-2-adrenoreceptor agonists,3.0
5416,R03CC02,salbutamol,4.0
5417,R03CC03,terbutaline,4.0
5418,R03CC04,fenoterol,4.0
5419,R03CC05,hexoprenaline,4.0
5420,R03CC06,isoetarine,4.0
5421,R03CC07,pirbuterol,4.0
5422,R03CC08,procaterol,4.0
5423,R03CC09,tretoquinol,4.0
5424,R03CC10,carbuterol,4.0
5425,R03CC11,tulobuterol,4.0
5426,R03CC12,bambuterol,4.0
5427,R03CC13,clenbuterol,4.0
5428,R03CC14,reproterol,4.0
5429,R03CC53,"terbutaline, combinations",4.0
5430,R03CC63,clenbuterol and ambroxol,4.0
5431,R03CK,Adrenergics and other drugs for obstructive airway diseases,3.0
5432,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,2.0
5433,R03DA,Xanthines,3.0
5434,R03DA01,diprophylline,4.0
5435,R03DA02,choline theophyllinate,4.0
5436,R03DA03,proxyphylline,4.0
5437,R03DA04,theophylline,4.0
5438,R03DA05,aminophylline,4.0
5439,R03DA06,etamiphylline,4.0
5440,R03DA07,theobromine,4.0
5441,R03DA08,bamifylline,4.0
5442,R03DA09,acefylline piperazine,4.0
5443,R03DA10,bufylline,4.0
5444,R03DA11,doxofylline,4.0
5445,R03DA12,mepyramine theophyllinacetate,4.0
5446,R03DA20,combinations of xanthines,4.0
5447,R03DA51,"diprophylline, combinations",4.0
5448,R03DA54,"theophylline, combinations excl. psycholeptics",4.0
5449,R03DA55,"aminophylline, combinations",4.0
5450,R03DA57,"theobromine, combinations",4.0
5451,R03DA74,"theophylline, combinations with psycholeptics",4.0
5452,R03DB,Xanthines and adrenergics,3.0
5453,R03DB01,diprophylline and adrenergics,4.0
5454,R03DB02,choline theophyllinate and adrenergics,4.0
5455,R03DB03,proxyphylline and adrenergics,4.0
5456,R03DB04,theophylline and adrenergics,4.0
5457,R03DB05,aminophylline and adrenergics,4.0
5458,R03DB06,etamiphylline and adrenergics,4.0
5459,R03DC,Leukotriene receptor antagonists,3.0
5460,R03DC01,zafirlukast,4.0
5461,R03DC02,pranlukast,4.0
5462,R03DC03,montelukast,4.0
5463,R03DC04,ibudilast,4.0
5464,R03DC53,"montelukast, combinations",4.0
5465,R03DX,Other systemic drugs for obstructive airway diseases,3.0
5466,R03DX01,amlexanox,4.0
5467,R03DX02,eprozinol,4.0
5468,R03DX03,fenspiride,4.0
5469,R03DX05,omalizumab,4.0
5470,R03DX06,seratrodast,4.0
5471,R03DX07,roflumilast,4.0
5472,R03DX08,reslizumab,4.0
5473,R03DX09,mepolizumab,4.0
5474,R03DX10,benralizumab,4.0
5475,R05,COUGH AND COLD PREPARATIONS,1.0
5476,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",2.0
5477,R05CA,Expectorants,3.0
5478,R05CA01,tyloxapol,4.0
5479,R05CA02,potassium iodide,4.0
5480,R05CA03,guaifenesin,4.0
5481,R05CA04,ipecacuanha,4.0
5482,R05CA05,althea root,4.0
5483,R05CA06,senega,4.0
5484,R05CA07,antimony pentasulfide,4.0
5485,R05CA08,creosote,4.0
5486,R05CA09,guaiacolsulfonate,4.0
5487,R05CA10,combinations,4.0
5488,R05CA11,levoverbenone,4.0
5489,R05CA12,Hederae helicis folium,4.0
5490,R05CA13,cineole,4.0
5491,R05CB,Mucolytics,3.0
5492,R05CB01,acetylcysteine,4.0
5493,R05CB02,bromhexine,4.0
5494,R05CB03,carbocisteine,4.0
5495,R05CB04,eprazinone,4.0
5496,R05CB05,mesna,4.0
5497,R05CB06,ambroxol,4.0
5498,R05CB07,sobrerol,4.0
5499,R05CB08,domiodol,4.0
5500,R05CB09,letosteine,4.0
5501,R05CB10,combinations,4.0
5502,R05CB11,stepronin,4.0
5503,R05CB13,dornase alfa (desoxyribonuclease),4.0
5504,R05CB14,neltenexine,4.0
5505,R05CB15,erdosteine,4.0
5506,R05CB16,mannitol,4.0
5507,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",2.0
5508,R05DA,Opium alkaloids and derivatives,3.0
5509,R05DA01,ethylmorphine,4.0
5510,R05DA03,hydrocodone,4.0
5511,R05DA04,codeine,4.0
5512,R05DA05,opium alkaloids with morphine,4.0
5513,R05DA06,normethadone,4.0
5514,R05DA07,noscapine,4.0
5515,R05DA08,pholcodine,4.0
5516,R05DA09,dextromethorphan,4.0
5517,R05DA10,thebacon,4.0
5518,R05DA11,dimemorfan,4.0
5519,R05DA12,acetyldihydrocodeine,4.0
5520,R05DA20,combinations,4.0
5521,R05DB,Other cough suppressants,3.0
5522,R05DB01,benzonatate,4.0
5523,R05DB02,benproperine,4.0
5524,R05DB03,clobutinol,4.0
5525,R05DB04,isoaminile,4.0
5526,R05DB05,pentoxyverine,4.0
5527,R05DB07,oxolamine,4.0
5528,R05DB09,oxeladin,4.0
5529,R05DB10,clofedanol,4.0
5530,R05DB11,pipazetate,4.0
5531,R05DB12,bibenzonium bromide,4.0
5532,R05DB13,butamirate,4.0
5533,R05DB14,fedrilate,4.0
5534,R05DB15,zipeprol,4.0
5535,R05DB16,dibunate,4.0
5536,R05DB17,droxypropine,4.0
5537,R05DB18,prenoxdiazine,4.0
5538,R05DB19,dropropizine,4.0
5539,R05DB20,combinations,4.0
5540,R05DB21,cloperastine,4.0
5541,R05DB22,meprotixol,4.0
5542,R05DB23,piperidione,4.0
5543,R05DB24,tipepidine,4.0
5544,R05DB25,morclofone,4.0
5545,R05DB26,nepinalone,4.0
5546,R05DB27,levodropropizine,4.0
5547,R05DB28,dimethoxanate,4.0
5548,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",2.0
5549,R05FA,Opium derivatives and expectorants,3.0
5550,R05FA01,opium derivatives and mucolytics,4.0
5551,R05FA02,opium derivatives and expectorants,4.0
5552,R05FB,Other cough suppressants and expectorants,3.0
5553,R05FB01,cough suppressants and mucolytics,4.0
5554,R05FB02,cough suppressants and expectorants,4.0
5555,R05X,OTHER COLD PREPARATIONS,2.0
5556,R06,ANTIHISTAMINES FOR SYSTEMIC USE,1.0
5557,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,2.0
5558,R06AA,Aminoalkyl ethers,3.0
5559,R06AA01,bromazine,4.0
5560,R06AA02,diphenhydramine,4.0
5561,R06AA04,clemastine,4.0
5562,R06AA06,chlorphenoxamine,4.0
5563,R06AA07,diphenylpyraline,4.0
5564,R06AA08,carbinoxamine,4.0
5565,R06AA09,doxylamine,4.0
5566,R06AA10,trimethobenzamide,4.0
5567,R06AA52,"diphenhydramine, combinations",4.0
5568,R06AA54,"clemastine, combinations",4.0
5569,R06AA56,"chlorphenoxamine, combinations",4.0
5570,R06AA57,"diphenylpyraline, combinations",4.0
5571,R06AA59,"doxylamine, combinations",4.0
5572,R06AB,Substituted alkylamines,3.0
5573,R06AB01,brompheniramine,4.0
5574,R06AB02,dexchlorpheniramine,4.0
5575,R06AB03,dimetindene,4.0
5576,R06AB04,chlorphenamine,4.0
5577,R06AB05,pheniramine,4.0
5578,R06AB06,dexbrompheniramine,4.0
5579,R06AB07,talastine,4.0
5580,R06AB51,"brompheniramine, combinations",4.0
5581,R06AB52,"dexchlorpheniramine, combinations",4.0
5582,R06AB54,"chlorphenamine, combinations",4.0
5583,R06AB56,"dexbrompheniramine, combinations",4.0
5584,R06AC,Substituted ethylene diamines,3.0
5585,R06AC01,mepyramine,4.0
5586,R06AC02,histapyrrodine,4.0
5587,R06AC03,chloropyramine,4.0
5588,R06AC04,tripelennamine,4.0
5589,R06AC05,methapyrilene,4.0
5590,R06AC06,thonzylamine,4.0
5591,R06AC52,"histapyrrodine, combinations",4.0
5592,R06AC53,"chloropyramine, combinations",4.0
5593,R06AD,Phenothiazine derivatives,3.0
5594,R06AD01,alimemazine,4.0
5595,R06AD02,promethazine,4.0
5596,R06AD03,thiethylperazine,4.0
5597,R06AD04,methdilazine,4.0
5598,R06AD05,hydroxyethylpromethazine,4.0
5599,R06AD06,thiazinam,4.0
5600,R06AD07,mequitazine,4.0
5601,R06AD08,oxomemazine,4.0
5602,R06AD09,isothipendyl,4.0
5603,R06AD52,"promethazine, combinations",4.0
5604,R06AD55,"hydroxyethylpromethazine, combinations",4.0
5605,R06AE,Piperazine derivatives,3.0
5606,R06AE01,buclizine,4.0
5607,R06AE03,cyclizine,4.0
5608,R06AE04,chlorcyclizine,4.0
5609,R06AE05,meclozine,4.0
5610,R06AE06,oxatomide,4.0
5611,R06AE07,cetirizine,4.0
5612,R06AE09,levocetirizine,4.0
5613,R06AE51,"buclizine, combinations",4.0
5614,R06AE53,"cyclizine, combinations",4.0
5615,R06AE55,"meclozine, combinations",4.0
5616,R06AK,Combinations of antihistamines,3.0
5617,R06AX,Other antihistamines for systemic use,3.0
5618,R06AX01,bamipine,4.0
5619,R06AX02,cyproheptadine,4.0
5620,R06AX03,thenalidine,4.0
5621,R06AX04,phenindamine,4.0
5622,R06AX05,antazoline,4.0
5623,R06AX07,triprolidine,4.0
5624,R06AX08,pyrrobutamine,4.0
5625,R06AX09,azatadine,4.0
5626,R06AX11,astemizole,4.0
5627,R06AX12,terfenadine,4.0
5628,R06AX13,loratadine,4.0
5629,R06AX15,mebhydrolin,4.0
5630,R06AX16,deptropine,4.0
5631,R06AX17,ketotifen,4.0
5632,R06AX18,acrivastine,4.0
5633,R06AX19,azelastine,4.0
5634,R06AX21,tritoqualine,4.0
5635,R06AX22,ebastine,4.0
5636,R06AX23,pimethixene,4.0
5637,R06AX24,epinastine,4.0
5638,R06AX25,mizolastine,4.0
5639,R06AX26,fexofenadine,4.0
5640,R06AX27,desloratadine,4.0
5641,R06AX28,rupatadine,4.0
5642,R06AX29,bilastine,4.0
5643,R06AX31,quifenadine,4.0
5644,R06AX32,sequifenadine,4.0
5645,R06AX53,"thenalidine, combinations",4.0
5646,R06AX58,"pyrrobutamine, combinations",4.0
5647,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,1.0
5648,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,2.0
5649,R07AA,Lung surfactants,3.0
5650,R07AA01,colfosceril palmitate,4.0
5651,R07AA02,natural phospholipids,4.0
5652,R07AA30,combinations,4.0
5653,R07AB,Respiratory stimulants,3.0
5654,R07AB01,doxapram,4.0
5655,R07AB02,nikethamide,4.0
5656,R07AB03,pentetrazol,4.0
5657,R07AB04,etamivan,4.0
5658,R07AB05,bemegride,4.0
5659,R07AB06,prethcamide,4.0
5660,R07AB07,almitrine,4.0
5661,R07AB08,dimefline,4.0
5662,R07AB09,mepixanox,4.0
5663,R07AB52,"nikethamide, combinations",4.0
5664,R07AB53,"pentetrazol, combinations",4.0
5665,R07AX,Other respiratory system products,3.0
5666,R07AX01,nitric oxide,4.0
5667,R07AX02,ivacaftor,4.0
5668,R07AX30,ivacaftor and lumacaftor,4.0
5669,R07AX31,ivacaftor and tezacaftor,4.0
5670,R07AX32,"ivacaftor, tezacaftor and elexacaftor",4.0
5671,S,SENSORY ORGANS,0.0
5672,S01,OPHTHALMOLOGICALS,1.0
5673,S01A,ANTIINFECTIVES,2.0
5674,S01AA,Antibiotics,3.0
5675,S01AA01,chloramphenicol,4.0
5676,S01AA02,chlortetracycline,4.0
5677,S01AA03,neomycin,4.0
5678,S01AA04,oxytetracycline,4.0
5679,S01AA05,tyrothricin,4.0
5680,S01AA07,framycetin,4.0
5681,S01AA09,tetracycline,4.0
5682,S01AA10,natamycin,4.0
5683,S01AA11,gentamicin,4.0
5684,S01AA12,tobramycin,4.0
5685,S01AA13,fusidic acid,4.0
5686,S01AA14,benzylpenicillin,4.0
5687,S01AA15,dihydrostreptomycin,4.0
5688,S01AA16,rifamycin,4.0
5689,S01AA17,erythromycin,4.0
5690,S01AA18,polymyxin B,4.0
5691,S01AA19,ampicillin,4.0
5692,S01AA20,antibiotics in combination with other drugs,4.0
5693,S01AA21,amikacin,4.0
5694,S01AA22,micronomicin,4.0
5695,S01AA23,netilmicin,4.0
5696,S01AA24,kanamycin,4.0
5697,S01AA25,azidamfenicol,4.0
5698,S01AA26,azithromycin,4.0
5699,S01AA27,cefuroxime,4.0
5700,S01AA28,vancomycin,4.0
5701,S01AA30,combinations of different antibiotics,4.0
5702,S01AB,Sulfonamides,3.0
5703,S01AB01,sulfamethizole,4.0
5704,S01AB02,sulfafurazole,4.0
5705,S01AB03,sulfadicramide,4.0
5706,S01AB04,sulfacetamide,4.0
5707,S01AB05,sulfafenazol,4.0
5708,S01AD,Antivirals,3.0
5709,S01AD01,idoxuridine,4.0
5710,S01AD02,trifluridine,4.0
5711,S01AD03,aciclovir,4.0
5712,S01AD05,interferon,4.0
5713,S01AD06,vidarabine,4.0
5714,S01AD07,famciclovir,4.0
5715,S01AD08,fomivirsen,4.0
5716,S01AD09,ganciclovir,4.0
5717,S01AE,Fluoroquinolones,3.0
5718,S01AE01,ofloxacin,4.0
5719,S01AE02,norfloxacin,4.0
5720,S01AE03,ciprofloxacin,4.0
5721,S01AE04,lomefloxacin,4.0
5722,S01AE05,levofloxacin,4.0
5723,S01AE06,gatifloxacin,4.0
5724,S01AE07,moxifloxacin,4.0
5725,S01AE08,besifloxacin,4.0
5726,S01AX,Other antiinfectives,3.0
5727,S01AX01,mercury compounds,4.0
5728,S01AX02,silver compounds,4.0
5729,S01AX03,zinc compounds,4.0
5730,S01AX04,nitrofural,4.0
5731,S01AX05,bibrocathol,4.0
5732,S01AX06,resorcinol,4.0
5733,S01AX07,sodium borate,4.0
5734,S01AX08,hexamidine,4.0
5735,S01AX09,chlorhexidine,4.0
5736,S01AX10,sodium propionate,4.0
5737,S01AX14,dibrompropamidine,4.0
5738,S01AX15,propamidine,4.0
5739,S01AX16,picloxydine,4.0
5740,S01AX18,povidone-iodine,4.0
5741,S01B,ANTIINFLAMMATORY AGENTS,2.0
5742,S01BA,"Corticosteroids, plain",3.0
5743,S01BA01,dexamethasone,4.0
5744,S01BA02,hydrocortisone,4.0
5745,S01BA03,cortisone,4.0
5746,S01BA04,prednisolone,4.0
5747,S01BA05,triamcinolone,4.0
5748,S01BA06,betamethasone,4.0
5749,S01BA07,fluorometholone,4.0
5750,S01BA08,medrysone,4.0
5751,S01BA09,clobetasone,4.0
5752,S01BA10,alclometasone,4.0
5753,S01BA11,desonide,4.0
5754,S01BA12,formocortal,4.0
5755,S01BA13,rimexolone,4.0
5756,S01BA14,loteprednol,4.0
5757,S01BA15,fluocinolone acetonide,4.0
5758,S01BB,Corticosteroids and mydriatics in combination,3.0
5759,S01BB01,hydrocortisone and mydriatics,4.0
5760,S01BB02,prednisolone and mydriatics,4.0
5761,S01BB03,fluorometholone and mydriatics,4.0
5762,S01BB04,betamethasone and mydriatics,4.0
5763,S01BC,"Antiinflammatory agents, non-steroids",3.0
5764,S01BC01,indometacin,4.0
5765,S01BC02,oxyphenbutazone,4.0
5766,S01BC03,diclofenac,4.0
5767,S01BC04,flurbiprofen,4.0
5768,S01BC05,ketorolac,4.0
5769,S01BC06,piroxicam,4.0
5770,S01BC07,bendazac,4.0
5771,S01BC08,salicylic acid,4.0
5772,S01BC09,pranoprofen,4.0
5773,S01BC10,nepafenac,4.0
5774,S01BC11,bromfenac,4.0
5775,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,2.0
5776,S01CA,Corticosteroids and antiinfectives in combination,3.0
5777,S01CA01,dexamethasone and antiinfectives,4.0
5778,S01CA02,prednisolone and antiinfectives,4.0
5779,S01CA03,hydrocortisone and antiinfectives,4.0
5780,S01CA04,fluocortolone and antiinfectives,4.0
5781,S01CA05,betamethasone and antiinfectives,4.0
5782,S01CA06,fludrocortisone and antiinfectives,4.0
5783,S01CA07,fluorometholone and antiinfectives,4.0
5784,S01CA08,methylprednisolone and antiinfectives,4.0
5785,S01CA09,chloroprednisone and antiinfectives,4.0
5786,S01CA10,fluocinolone acetonide and antiinfectives,4.0
5787,S01CA11,clobetasone and antiinfectives,4.0
5788,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,3.0
5789,S01CB01,dexamethasone,4.0
5790,S01CB02,prednisolone,4.0
5791,S01CB03,hydrocortisone,4.0
5792,S01CB04,betamethasone,4.0
5793,S01CB05,fluorometholone,4.0
5794,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",3.0
5795,S01CC01,diclofenac and antiinfectives,4.0
5796,S01CC02,indometacin and antiinfectives,4.0
5797,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,2.0
5798,S01EA,Sympathomimetics in glaucoma therapy,3.0
5799,S01EA01,epinephrine,4.0
5800,S01EA02,dipivefrine,4.0
5801,S01EA03,apraclonidine,4.0
5802,S01EA04,clonidine,4.0
5803,S01EA05,brimonidine,4.0
5804,S01EA51,"epinephrine, combinations",4.0
5805,S01EB,Parasympathomimetics,3.0
5806,S01EB01,pilocarpine,4.0
5807,S01EB02,carbachol,4.0
5808,S01EB03,ecothiopate,4.0
5809,S01EB04,demecarium,4.0
5810,S01EB05,physostigmine,4.0
5811,S01EB06,neostigmine,4.0
5812,S01EB07,fluostigmine,4.0
5813,S01EB08,aceclidine,4.0
5814,S01EB09,acetylcholine,4.0
5815,S01EB10,paraoxon,4.0
5816,S01EB51,"pilocarpine, combinations",4.0
5817,S01EB58,"aceclidine, combinations",4.0
5818,S01EC,Carbonic anhydrase inhibitors,3.0
5819,S01EC01,acetazolamide,4.0
5820,S01EC02,diclofenamide,4.0
5821,S01EC03,dorzolamide,4.0
5822,S01EC04,brinzolamide,4.0
5823,S01EC05,methazolamide,4.0
5824,S01EC54,"brinzolamide, combinations",4.0
5825,S01ED,Beta blocking agents,3.0
5826,S01ED01,timolol,4.0
5827,S01ED02,betaxolol,4.0
5828,S01ED03,levobunolol,4.0
5829,S01ED04,metipranolol,4.0
5830,S01ED05,carteolol,4.0
5831,S01ED06,befunolol,4.0
5832,S01ED51,"timolol, combinations",4.0
5833,S01ED52,"betaxolol, combinations",4.0
5834,S01ED54,"metipranolol, combinations",4.0
5835,S01ED55,"carteolol, combinations",4.0
5836,S01EE,Prostaglandin analogues,3.0
5837,S01EE01,latanoprost,4.0
5838,S01EE02,unoprostone,4.0
5839,S01EE03,bimatoprost,4.0
5840,S01EE04,travoprost,4.0
